,file,ph seq,transcript
2843,MAN_JH_2843_Z455293A,sil z_B iy_I r_I ow_E f_B ao_I r_E f_B ay_I v_E sil f_B ay_I v_E t_B uw_E sil n_B ay_I n_E th_B r_I iy_E sil, zero four five five two nine three
2844,MAN_JH_2844_Z7ZZ465A,sil z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E f_B ao_I r_E sil s_B ih_I k_I s_E sil f_B ay_I v_E sil, zero seven zero zero four six five
2845,MAN_JH_2845_Z8Z2Z17A,sil z_B iy_I r_I ow_E ey_B t_E z_B iy_I r_I ow_E sil t_B uw_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, zero eight zero two zero one seven
2846,MAN_JH_2846_Z972A,sil z_B iy_I r_I ow_E n_B ay_I n_E s_B eh_I v_I ah_I n_E t_B uw_E sil, zero nine seven two
2847,MAN_JH_2847_ZA,sil z_B iy_I r_I ow_E sil, zero
2848,MAN_JH_2848_ZB,sil z_B iy_I r_I ow_E sil, zero
2849,MAN_JH_2849_ZZA,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, zero zero
2850,MAN_KA_2850_3B,sil th_B r_I iy_E sil, three
2851,MAN_KA_2851_6A,sil s_B ih_I k_I s_E sil, six
2852,MAN_KA_2852_118A,sil hh_B w_I ah_I n_E hh_B w_I ah_I n_E ey_B t_E sil, one one eight
2853,MAN_KA_2853_11O87OOA,sil hh_B w_I ah_I n_E hh_B w_I ah_I n_E sil ow_S sil ey_B t_E s_B eh_I v_I ah_I n_E sil ow_S sil ow_S sil, one one oh eight seven oh oh
2854,MAN_KA_2854_122A,sil hh_B w_I ah_I n_E sil t_B uw_E sil t_B uw_E sil, one two two
2855,MAN_KA_2855_1367A,sil hh_B w_I ah_I n_E th_B r_I iy_E s_B ih_I k_I s_E sil s_B eh_I v_I ah_I n_E sil, one three six seven
2856,MAN_KA_2856_19A,sil hh_B w_I ah_I n_E n_B ay_I n_E sil, one nine
2857,MAN_KA_2857_1A,sil hh_B w_I ah_I n_E sil, one
2858,MAN_KA_2858_1B,sil hh_B w_I ah_I n_E sil, one
2859,MAN_KA_2859_235O4O3A,sil t_B uw_E sil th_B r_I iy_E f_B ay_I v_E sil ow_S f_B ao_I r_E sil ow_S th_B r_I iy_E sil, two three five oh four oh three
2860,MAN_KA_2860_2579A,sil t_B uw_E f_B ay_I v_E s_B eh_I v_I ah_I n_E n_B ay_I n_E sil, two five seven nine
2861,MAN_KA_2861_263A,sil t_B uw_E s_B ih_I k_I s_E th_B r_I iy_E sil, two six three
2862,MAN_KA_2862_27166A,sil t_B uw_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E s_B ih_I k_I s_E s_B ih_I k_I s_E sil, two seven one six six
2863,MAN_KA_2863_2A,sil t_B uw_E sil, two
2864,MAN_KA_2864_2B,sil t_B uw_E sil, two
2865,MAN_KA_2865_2O32A,sil t_B uw_E sil ow_S sil th_B r_I iy_E t_B uw_E sil, two oh three two
2866,MAN_KA_2866_31O2A,sil th_B r_I iy_E hh_B w_I ah_I n_E sil ow_S t_B uw_E sil, three one oh two
2867,MAN_KA_2867_32A,sil th_B r_I iy_E t_B uw_E sil, three two
2868,MAN_KA_2868_388A,sil th_B r_I iy_E ey_B t_E sil ey_B t_E sil, three eight eight
2869,MAN_KA_2869_38A,sil th_B r_I iy_E sil ey_B t_E sil, three eight
2870,MAN_KA_2870_3A,sil th_B r_I iy_E sil, three
2871,MAN_KA_2871_3Z5A,sil th_B r_I iy_E z_B iy_I r_I ow_E f_B ay_I v_E sil, three zero five
2872,MAN_KA_2872_43A,sil f_B ao_I r_E sil th_B r_I iy_E sil, four three
2873,MAN_KA_2873_445A,sil f_B ao_I r_E sil f_B ao_I r_E f_B ay_I v_E sil, four four five
2874,MAN_KA_2874_47849A,sil f_B ao_I r_E sil s_B eh_I v_I ah_I n_E sil ey_B t_E sil f_B ao_I r_E sil n_B ay_I n_E sil, four seven eight four nine
2875,MAN_KA_2875_47A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E sil, four seven
2876,MAN_KA_2876_4A,sil f_B ao_I r_E sil, four
2877,MAN_KA_2877_4B,sil f_B ao_I r_E sil, four
2878,MAN_KA_2878_4Z7A,sil f_B ao_I r_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E sil, four zero seven
2879,MAN_KA_2879_51A,sil f_B ay_I v_E sil hh_B w_I ah_I n_E sil, five one
2880,MAN_KA_2880_5282A,sil f_B ay_I v_E t_B uw_E ey_B t_E sil t_B uw_E sil, five two eight two
2881,MAN_KA_2881_5815418A,sil f_B ay_I v_E ey_B t_E hh_B w_I ah_I n_E f_B ay_I v_E f_B ao_I r_E hh_B w_I ah_I n_E ey_B t_E sil, five eight one five four one eight
2882,MAN_KA_2882_59461A,sil f_B ay_I v_E n_B ay_I n_E f_B ao_I r_E s_B ih_I k_I s_E hh_B w_I ah_I n_E sil, five nine four six one
2883,MAN_KA_2883_5A,sil f_B ay_I v_E sil, five
2884,MAN_KA_2884_5B,sil f_B ay_I v_E sil, five
2885,MAN_KA_2885_5Z74A,sil f_B ay_I v_E z_B iy_I r_I ow_E sil s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, five zero seven four
2886,MAN_KA_2886_64O9451A,sil s_B ih_I k_I s_E sil f_B ao_I r_E sil ow_S sil n_B ay_I n_E f_B ao_I r_E f_B ay_I v_E hh_B w_I ah_I n_E sil, six four oh nine four five one
2887,MAN_KA_2887_65A,sil s_B ih_I k_I s_E sil f_B ay_I v_E sil, six five
2888,MAN_KA_2888_65Z123ZA,sil s_B ih_I k_I s_E f_B ay_I v_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E t_B uw_E sil th_B r_I iy_E z_B iy_I r_I ow_E sil, six five zero one two three zero
2889,MAN_KA_2889_6977A,sil s_B ih_I k_I s_E n_B ay_I n_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E sil, six nine seven seven
2890,MAN_KA_2890_6B,sil s_B ih_I k_I s_E sil, six
2891,MAN_KA_2891_6ZA,sil s_B ih_I k_I s_E sil z_B iy_I r_I ow_E sil, six zero
2892,MAN_KA_2892_72544A,sil s_B eh_I v_I ah_I n_E t_B uw_E f_B ay_I v_E f_B ao_I r_E f_B ao_I r_E sil, seven two five four four
2893,MAN_KA_2893_739O498A,sil s_B eh_I v_I ah_I n_E th_B r_I iy_E n_B ay_I n_E sil ow_S f_B ao_I r_E n_B ay_I n_E ey_B t_E sil, seven three nine oh four nine eight
2894,MAN_KA_2894_7769A,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E n_B ay_I n_E sil, seven seven six nine
2895,MAN_KA_2895_786A,sil s_B eh_I v_I ah_I n_E sil ey_B t_E sil s_B ih_I k_I s_E sil, seven eight six
2896,MAN_KA_2896_7A,sil s_B eh_I v_I ah_I n_E sil, seven
2897,MAN_KA_2897_7B,sil s_B eh_I v_I ah_I n_E sil, seven
2898,MAN_KA_2898_7ZZZ9Z6A,sil s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E sil z_B iy_I r_I ow_E sil z_B iy_I r_I ow_E n_B ay_I n_E sil z_B iy_I r_I ow_E s_B ih_I k_I s_E sil, seven zero zero zero nine zero six
2899,MAN_KA_2899_82937A,sil ey_B t_E sil t_B uw_E n_B ay_I n_E th_B r_I iy_E s_B eh_I v_I ah_I n_E sil, eight two nine three seven
2900,MAN_KA_2900_8331A,sil ey_B t_E sil th_B r_I iy_E th_B r_I iy_E hh_B w_I ah_I n_E sil, eight three three one
2901,MAN_KA_2901_8622A,sil ey_B t_E s_B ih_I k_I s_E sil t_B uw_E t_B uw_E sil, eight six two two
2902,MAN_KA_2902_884ZA,sil ey_B t_E ey_B t_E sil f_B ao_I r_E sil z_B iy_I r_I ow_E sil, eight eight four zero
2903,MAN_KA_2903_8A,sil ey_B t_E sil, eight
2904,MAN_KA_2904_8B,sil ey_B t_E sil, eight
2905,MAN_KA_2905_8O1O2A,sil ey_B t_E sil ow_S sil hh_B w_I ah_I n_E sil ow_S sil t_B uw_E sil, eight oh one oh two
2906,MAN_KA_2906_91421A,sil n_B ay_I n_E hh_B w_I ah_I n_E f_B ao_I r_E t_B uw_E hh_B w_I ah_I n_E sil, nine one four two one
2907,MAN_KA_2907_92O1648A,sil n_B ay_I n_E t_B uw_E sil ow_S sil hh_B w_I ah_I n_E s_B ih_I k_I s_E sil f_B ao_I r_E ey_B t_E sil, nine two oh one six four eight
2908,MAN_KA_2908_93421A,sil n_B ay_I n_E th_B r_I iy_E f_B ao_I r_E t_B uw_E hh_B w_I ah_I n_E sil, nine three four two one
2909,MAN_KA_2909_99A,sil n_B ay_I n_E n_B ay_I n_E sil, nine nine
2910,MAN_KA_2910_9A,sil n_B ay_I n_E sil, nine
2911,MAN_KA_2911_9B,sil n_B ay_I n_E sil, nine
2912,MAN_KA_2912_9O668A,sil n_B ay_I n_E sil ow_S sil s_B ih_I k_I s_E s_B ih_I k_I s_E ey_B t_E sil, nine oh six six eight
2913,MAN_KA_2913_O583552A,sil ow_S sil f_B ay_I v_E ey_B t_E sil th_B r_I iy_E f_B ay_I v_E f_B ay_I v_E t_B uw_E sil, oh five eight three five five two
2914,MAN_KA_2914_O72A,sil ow_S s_B eh_I v_I ah_I n_E t_B uw_E sil, oh seven two
2915,MAN_KA_2915_O7OA,sil ow_S s_B eh_I v_I ah_I n_E ow_S sil, oh seven oh
2916,MAN_KA_2916_OA,sil ow_S sil, oh
2917,MAN_KA_2917_OB,sil ow_S sil, oh
2918,MAN_KA_2918_OOA,sil ow_S sil ow_S sil, oh oh
2919,MAN_KA_2919_OOB,sil ow_S sil ow_S sil, oh oh
2920,MAN_KA_2920_Z279537A,sil z_B iy_I r_I ow_E t_B uw_E s_B eh_I v_I ah_I n_E n_B ay_I n_E f_B ay_I v_E sil th_B r_I iy_E s_B eh_I v_I ah_I n_E sil, zero two seven nine five three seven
2921,MAN_KA_2921_Z2917A,sil z_B iy_I r_I ow_E sil t_B uw_E n_B ay_I n_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, zero two nine one seven
2922,MAN_KA_2922_Z48Z436A,sil z_B iy_I r_I ow_E f_B ao_I r_E ey_B t_E sil z_B iy_I r_I ow_E sil f_B ao_I r_E th_B r_I iy_E s_B ih_I k_I s_E sil, zero four eight zero four three six
2923,MAN_KA_2923_Z6Z17A,sil z_B iy_I r_I ow_E s_B ih_I k_I s_E z_B iy_I r_I ow_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, zero six zero one seven
2924,MAN_KA_2924_Z99A,sil z_B iy_I r_I ow_E n_B ay_I n_E n_B ay_I n_E sil, zero nine nine
2925,MAN_KA_2925_ZA,sil z_B iy_I r_I ow_E sil, zero
2926,MAN_KA_2926_ZB,sil z_B iy_I r_I ow_E sil, zero
2927,MAN_KE_2927_3O7A,sil th_B r_I iy_E sil ow_S s_B eh_I v_I ah_I n_E sil, three oh seven
2928,MAN_KE_2928_6B,sil s_B ih_I k_I s_E sil, six
2929,MAN_KE_2929_1261A,sil hh_B w_I ah_I n_E t_B uw_E s_B ih_I k_I s_E hh_B w_I ah_I n_E sil, one two six one
2930,MAN_KE_2930_164A,sil hh_B w_I ah_I n_E s_B ih_I k_I s_E f_B ao_I r_E sil, one six four
2931,MAN_KE_2931_17ZZ6A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E s_B ih_I k_I s_E sil, one seven zero zero six
2932,MAN_KE_2932_19A,sil hh_B w_I ah_I n_E n_B ay_I n_E sil, one nine
2933,MAN_KE_2933_1A,sil hh_B w_I ah_I n_E sil, one
2934,MAN_KE_2934_1B,sil hh_B w_I ah_I n_E sil, one
2935,MAN_KE_2935_1ZA,sil hh_B w_I ah_I n_E z_B iy_I r_I ow_E sil, one zero
2936,MAN_KE_2936_24221A,sil t_B uw_E f_B ao_I r_E t_B uw_E t_B uw_E hh_B w_I ah_I n_E sil, two four two two one
2937,MAN_KE_2937_2666A,sil t_B uw_E s_B ih_I k_I s_E s_B ih_I k_I s_E s_B ih_I k_I s_E sil, two six six six
2938,MAN_KE_2938_271A,sil t_B uw_E s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E sil, two seven one
2939,MAN_KE_2939_27294A,sil t_B uw_E s_B eh_I v_I ah_I n_E t_B uw_E n_B ay_I n_E f_B ao_I r_E sil, two seven two nine four
2940,MAN_KE_2940_29817A,sil t_B uw_E n_B ay_I n_E ey_B t_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E sil, two nine eight one seven
2941,MAN_KE_2941_2A,sil t_B uw_E sil, two
2942,MAN_KE_2942_2B,sil t_B uw_E sil, two
2943,MAN_KE_2943_331A,sil th_B r_I iy_E th_B r_I iy_E hh_B w_I ah_I n_E sil, three three one
2944,MAN_KE_2944_338A,sil th_B r_I iy_E th_B r_I iy_E ey_B t_E sil, three three eight
2945,MAN_KE_2945_397Z4A,sil th_B r_I iy_E n_B ay_I n_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E f_B ao_I r_E sil, three nine seven zero four
2946,MAN_KE_2946_3A,sil th_B r_I iy_E sil, three
2947,MAN_KE_2947_3B,sil th_B r_I iy_E sil, three
2948,MAN_KE_2948_3ZA,sil th_B r_I iy_E z_B iy_I r_I ow_E sil, three zero
2949,MAN_KE_2949_41A,sil f_B ao_I r_E hh_B w_I ah_I n_E sil, four one
2950,MAN_KE_2950_41B,sil f_B ao_I r_E hh_B w_I ah_I n_E sil, four one
2951,MAN_KE_2951_44652A,sil f_B ao_I r_E f_B ao_I r_E s_B ih_I k_I s_E f_B ay_I v_E t_B uw_E sil, four four six five two
2952,MAN_KE_2952_47799A,sil f_B ao_I r_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E n_B ay_I n_E n_B ay_I n_E sil, four seven seven nine nine
2953,MAN_KE_2953_4A,sil f_B ao_I r_E sil, four
2954,MAN_KE_2954_4B,sil f_B ao_I r_E sil, four
2955,MAN_KE_2955_4ZZ345ZA,sil f_B ao_I r_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E th_B r_I iy_E f_B ao_I r_E f_B ay_I v_E z_B iy_I r_I ow_E sil, four zero zero three four five zero
2956,MAN_KE_2956_518O8A,sil f_B ay_I v_E hh_B w_I ah_I n_E ey_B t_E sil ow_S ey_B t_E sil, five one eight oh eight
2957,MAN_KE_2957_54A,sil f_B ay_I v_E f_B ao_I r_E sil, five four
2958,MAN_KE_2958_57OO9O3A,sil f_B ay_I v_E s_B eh_I v_I ah_I n_E sil ow_S sil ow_S n_B ay_I n_E ow_S th_B r_I iy_E sil, five seven oh oh nine oh three
2959,MAN_KE_2959_58ZA,sil f_B ay_I v_E ey_B t_E z_B iy_I r_I ow_E sil, five eight zero
2960,MAN_KE_2960_593A,sil f_B ay_I v_E n_B ay_I n_E th_B r_I iy_E sil, five nine three
2961,MAN_KE_2961_5A,sil f_B ay_I v_E sil, five
2962,MAN_KE_2962_5B,sil f_B ay_I v_E sil, five
2963,MAN_KE_2963_62A,sil s_B ih_I k_I s_E t_B uw_E sil, six two
2964,MAN_KE_2964_65Z98A,sil s_B ih_I k_I s_E f_B ay_I v_E z_B iy_I r_I ow_E n_B ay_I n_E ey_B t_E sil, six five zero nine eight
2965,MAN_KE_2965_689Z786A,sil s_B ih_I k_I s_E sil ey_B t_E n_B ay_I n_E z_B iy_I r_I ow_E s_B eh_I v_I ah_I n_E ey_B t_E s_B ih_I k_I s_E sil, six eight nine zero seven eight six
2966,MAN_KE_2966_6A,sil s_B ih_I k_I s_E sil, six
2967,MAN_KE_2967_6O2A,sil s_B ih_I k_I s_E sil ow_S t_B uw_E sil, six oh two
2968,MAN_KE_2968_6OO1A,sil s_B ih_I k_I s_E sil ow_S sil ow_S hh_B w_I ah_I n_E sil, six oh oh one
2969,MAN_KE_2969_714A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E f_B ao_I r_E sil, seven one four
2970,MAN_KE_2970_7286Z43A,sil s_B eh_I v_I ah_I n_E t_B uw_E ey_B t_E s_B ih_I k_I s_E z_B iy_I r_I ow_E f_B ao_I r_E th_B r_I iy_E sil, seven two eight six zero four three
2971,MAN_KE_2971_7625A,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E t_B uw_E f_B ay_I v_E sil, seven six two five
2972,MAN_KE_2972_76Z8742A,sil s_B eh_I v_I ah_I n_E s_B ih_I k_I s_E z_B iy_I r_I ow_E ey_B t_E s_B eh_I v_I ah_I n_E f_B ao_I r_E t_B uw_E sil, seven six zero eight seven four two
2973,MAN_KE_2973_795A,sil s_B eh_I v_I ah_I n_E n_B ay_I n_E f_B ay_I v_E sil, seven nine five
2974,MAN_KE_2974_7A,sil s_B eh_I v_I ah_I n_E sil, seven
2975,MAN_KE_2975_7B,sil s_B eh_I v_I ah_I n_E sil, seven
2976,MAN_KE_2976_824OA,sil ey_B t_E sil t_B uw_E f_B ao_I r_E ow_S sil, eight two four oh
2977,MAN_KE_2977_82Z5Z2ZA,sil ey_B t_E t_B uw_E z_B iy_I r_I ow_E f_B ay_I v_E z_B iy_I r_I ow_E t_B uw_E z_B iy_I r_I ow_E sil, eight two zero five zero two zero
2978,MAN_KE_2978_89A,sil ey_B t_E sil n_B ay_I n_E sil, eight nine
2979,MAN_KE_2979_8A,sil ey_B t_E sil, eight
2980,MAN_KE_2980_8B,sil ey_B t_E sil, eight
2981,MAN_KE_2981_8O85A,sil ey_B t_E sil ow_S ey_B t_E f_B ay_I v_E sil, eight oh eight five
2982,MAN_KE_2982_8ZA,sil ey_B t_E sil z_B iy_I r_I ow_E sil, eight zero
2983,MAN_KE_2983_9123A,sil n_B ay_I n_E hh_B w_I ah_I n_E t_B uw_E th_B r_I iy_E sil, nine one two three
2984,MAN_KE_2984_9321696A,sil n_B ay_I n_E th_B r_I iy_E t_B uw_E hh_B w_I ah_I n_E s_B ih_I k_I s_E n_B ay_I n_E s_B ih_I k_I s_E sil, nine three two one six nine six
2985,MAN_KE_2985_94A,sil n_B ay_I n_E f_B ao_I r_E sil, nine four
2986,MAN_KE_2986_9548A,sil n_B ay_I n_E f_B ay_I v_E f_B ao_I r_E ey_B t_E sil, nine five four eight
2987,MAN_KE_2987_9A,sil n_B ay_I n_E sil, nine
2988,MAN_KE_2988_9B,sil n_B ay_I n_E sil, nine
2989,MAN_KE_2989_9O53748A,sil n_B ay_I n_E ow_S f_B ay_I v_E th_B r_I iy_E s_B eh_I v_I ah_I n_E f_B ao_I r_E ey_B t_E sil, nine oh five three seven four eight
2990,MAN_KE_2990_O14A,sil ow_S hh_B w_I ah_I n_E f_B ao_I r_E sil, oh one four
2991,MAN_KE_2991_O491A,sil ow_S f_B ao_I r_E n_B ay_I n_E hh_B w_I ah_I n_E sil, oh four nine one
2992,MAN_KE_2992_O5A,sil ow_S f_B ay_I v_E sil, oh five
2993,MAN_KE_2993_O9O4A,sil ow_S n_B ay_I n_E ow_S f_B ao_I r_E sil, oh nine oh four
2994,MAN_KE_2994_OA,sil ow_S sil, oh
2995,MAN_KE_2995_OB,sil ow_S sil, oh
2996,MAN_KE_2996_OO63O36A,sil ow_S sil ow_S s_B ih_I k_I s_E sil th_B r_I iy_E sil ow_S th_B r_I iy_E s_B ih_I k_I s_E sil, oh oh six three oh three six
2997,MAN_KE_2997_Z1152A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E f_B ay_I v_E t_B uw_E sil, zero one one five two
2998,MAN_KE_2998_Z118131A,sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E ey_B t_E hh_B w_I ah_I n_E th_B r_I iy_E hh_B w_I ah_I n_E sil, zero one one eight one three one
2999,MAN_KE_2999_Z256A,sil z_B iy_I r_I ow_E t_B uw_E f_B ay_I v_E s_B ih_I k_I s_E sil, zero two five six
3000,MAN_KE_3000_Z3975A,sil z_B iy_I r_I ow_E th_B r_I iy_E n_B ay_I n_E s_B eh_I v_I ah_I n_E f_B ay_I v_E sil, zero three nine seven five
3001,MAN_KE_3001_ZA,sil z_B iy_I r_I ow_E sil, zero
3002,MAN_KE_3002_ZB,sil z_B iy_I r_I ow_E sil, zero
3003,MAN_KE_3003_ZZ92873A,sil z_B iy_I r_I ow_E z_B iy_I r_I ow_E n_B ay_I n_E t_B uw_E ey_B t_E s_B eh_I v_I ah_I n_E th_B r_I iy_E sil, zero zero nine two eight seven three
3004,MAN_KG_3004_3B,sil th_B r_I iy_E sil, three
3005,MAN_KG_3005_6A,sil s_B ih_I k_I s_E sil, six
3006,MAN_KG_3006_14541A,sil hh_B w_I ah_I n_E f_B ao_I r_E f_B ay_I v_E sil f_B ao_I r_E hh_B w_I ah_I n_E sil, one four five four one
3007,MAN_KG_3007_1516561A,sil hh_B w_I ah_I n_E f_B ay_I v_E hh_B w_I ah_I n_E s_B ih_I k_I s_E f_B ay_I v_E sil s_B ih_I k_I s_E hh_B w_I ah_I n_E sil, one five one six five six one
3008,MAN_KG_3008_16A,sil hh_B w_I ah_I n_E sil s_B ih_I k_I s_E sil, one six
3009,MAN_KG_3009_17O1A,sil hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E ow_S hh_B w_I ah_I n_E sil, one seven oh one
3010,MAN_KG_3010_18432ZZA,sil hh_B w_I ah_I n_E ey_B t_E sil f_B ao_I r_E th_B r_I iy_E t_B uw_E z_B iy_I r_I ow_E z_B iy_I r_I ow_E sil, one eight four three two zero zero
3011,MAN_KG_3011_1A,sil hh_B w_I ah_I n_E sil, one
3012,MAN_KG_3012_1B,sil hh_B w_I ah_I n_E sil, one
3013,MAN_KG_3013_21588A,sil t_B uw_E hh_B w_I ah_I n_E sil f_B ay_I v_E ey_B t_E ey_B t_E sil, two one five eight eight
3014,MAN_KG_3014_21A,sil t_B uw_E hh_B w_I ah_I n_E sil, two one
3015,MAN_KG_3015_24A,sil t_B uw_E f_B ao_I r_E sil, two four
3016,MAN_KG_3016_2534681A,sil t_B uw_E f_B ay_I v_E th_B r_I iy_E sil f_B ao_I r_E sil s_B ih_I k_I s_E sil ey_B t_E hh_B w_I ah_I n_E sil, two five three four six eight one
3017,MAN_KG_3017_2A,sil t_B uw_E sil, two
3018,MAN_KG_3018_2B,sil t_B uw_E sil, two
3019,MAN_KG_3019_2Z2A,sil t_B uw_E z_B iy_I r_I ow_E t_B uw_E sil, two zero two
3020,MAN_KG_3020_31752A,sil th_B r_I iy_E hh_B w_I ah_I n_E s_B eh_I v_I ah_I n_E f_B ay_I v_E sil t_B uw_E sil, three one seven five two
3021,MAN_KG_3021_3379A,sil th_B r_I iy_E th_B r_I iy_E s_B eh_I v_I ah_I n_E n_B ay_I n_E sil, three three seven nine
3022,MAN_KG_3022_37ZA,sil th_B r_I iy_E s_B eh_I v_I ah_I n_E z_B iy_I r_I ow_E sil, three seven zero
3023,MAN_KG_3023_391A,sil th_B r_I iy_E n_B ay_I n_E hh_B w_I ah_I n_E sil, three nine one
3024,MAN_KG_3024_3A,sil th_B r_I iy_E sil, three
3025,MAN_KG_3025_3OA,sil th_B r_I iy_E sil ow_S sil, three oh
3026,MAN_KG_3026_4257A,sil f_B ao_I r_E t_B uw_E f_B ay_I v_E s_B eh_I v_I ah_I n_E sil, four two five seven
3027,MAN_KG_3027_4595OA,sil f_B ao_I r_E f_B ay_I v_E n_B ay_I n_E sil f_B ay_I v_E sil ow_S sil, four five nine five oh
3028,MAN_KG_3028_486A,sil f_B ao_I r_E ey_B t_E sil s_B ih_I k_I s_E sil, four eight six
3029,MAN_KG_3029_487O9O5A,sil f_B ao_I r_E ey_B t_E s_B eh_I v_I ah_I n_E sil ow_S n_B ay_I n_E sil ow_S f_B ay_I v_E sil, four eight seven oh nine oh five
3030,MAN_KG_3030_4A,sil f_B ao_I r_E sil, four
3031,MAN_KG_3031_4B,sil f_B ao_I r_E sil, four
3032,MAN_KG_3032_4OA,sil f_B ao_I r_E ow_S sil, four oh
3033,MAN_KG_3033_5239A,sil f_B ay_I v_E t_B uw_E th_B r_I iy_E n_B ay_I n_E sil, five two three nine
3034,MAN_KG_3034_553ZA,sil f_B ay_I v_E f_B ay_I v_E th_B r_I iy_E z_B iy_I r_I ow_E sil, five five three zero
3035,MAN_KG_3035_5598Z43A,sil f_B ay_I v_E f_B ay_I v_E n_B ay_I n_E ey_B t_E z_B iy_I r_I ow_E sil f_B ao_I r_E th_B r_I iy_E sil, five five nine eight zero four three
3036,MAN_KG_3036_589A,sil f_B ay_I v_E ey_B t_E n_B ay_I n_E sil, five eight nine
3037,MAN_KG_3037_5A,sil f_B ay_I v_E sil, five
3038,MAN_KG_3038_5B,sil f_B ay_I v_E sil, five
3039,MAN_KG_3039_5Z6Z1A,sil f_B ay_I v_E z_B iy_I r_I ow_E s_B ih_I k_I s_E sil z_B iy_I r_I ow_E hh_B w_I ah_I n_E sil, five zero six zero one
3040,MAN_KG_3040_644Z4A,sil s_B ih_I k_I s_E f_B ao_I r_E f_B ao_I r_E z_B iy_I r_I ow_E sil f_B ao_I r_E sil, six four four zero four
3041,MAN_KG_3041_649A,sil s_B ih_I k_I s_E f_B ao_I r_E n_B ay_I n_E sil, six four nine
3042,MAN_KG_3042_662A,sil s_B ih_I k_I s_E s_B ih_I k_I s_E t_B uw_E sil, six six two
3043,MAN_KG_3043_677884ZA,sil s_B ih_I k_I s_E s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E sil ey_B t_E ey_B t_E sil f_B ao_I r_E z_B iy_I r_I ow_E sil, six seven seven eight eight four zero
3044,MAN_KG_3044_6B,sil s_B ih_I k_I s_E sil, six
3045,MAN_KG_3045_6Z92874A,sil s_B ih_I k_I s_E z_B iy_I r_I ow_E n_B ay_I n_E sil t_B uw_E ey_B t_E sil s_B eh_I v_I ah_I n_E f_B ao_I r_E sil, six zero nine two eight seven four
3046,MAN_KG_3046_7112A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E hh_B w_I ah_I n_E sil t_B uw_E sil, seven one one two
3047,MAN_KG_3047_71Z6368A,sil s_B eh_I v_I ah_I n_E hh_B w_I ah_I n_E z_B iy_I r_I ow_E s_B ih_I k_I s_E sil th_B r_I iy_E s_B ih_I k_I s_E sil ey_B t_E sil, seven one zero six three six eight
3048,MAN_KG_3048_72A,sil s_B eh_I v_I ah_I n_E t_B uw_E sil, seven two
3049,MAN_KG_3049_746A,sil s_B eh_I v_I ah_I n_E f_B ao_I r_E s_B ih_I k_I s_E sil, seven four six
3050,MAN_KG_3050_773A,sil s_B eh_I v_I ah_I n_E s_B eh_I v_I ah_I n_E th_B r_I iy_E sil, seven seven three
3051,MAN_KG_3051_7A,sil s_B eh_I v_I ah_I n_E sil, seven
3052,MAN_KG_3052_7B,sil s_B eh_I v_I ah_I n_E sil, seven
3053,MAN_KG_3053_8235A,sil ey_B t_E sil t_B uw_E th_B r_I iy_E f_B ay_I v_E sil, eight two three five
3054,MAN_KG_3054_8336O8OA,sil ey_B t_E th_B r_I iy_E th_B r_I iy_E s_B ih_I k_I s_E sil ow_S ey_B t_E sil ow_S sil, eight three three six oh eight oh
3055,MAN_KG_3055_8513A,sil ey_B t_E f_B ay_I v_E hh_B w_I ah_I n_E th_B r_I iy_E sil, eight five one three
3056,MAN_KG_3056_8A,sil ey_B t_E sil, eight
3057,MAN_KG_3057_8B,sil ey_B t_E sil, eight
3058,MAN_KG_3058_8O383A,sil ey_B t_E sil ow_S th_B r_I iy_E ey_B t_E sil th_B r_I iy_E sil, eight oh three eight three
