,file,transcript,hindi_target,hindi_translated
2710,MAN_JA_2710_32O8A, THREE TWO ZERO EIGHT,तीन दो शून्य आठ, तीन दो शून्य आठ _END
2711,MAN_JA_2711_3437ZA, THREE FOUR THREE SEVEN ZERO,तीन चार तीन सात शून्य, तीन चार तीन सात शून्य _END
2712,MAN_JA_2712_35Z2A, THREE FIVE ZERO TWO,तीन पांच शून्य दो, तीन पांच शून्य दो _END
2713,MAN_JA_2713_38Z19A, THREE EIGHT ZERO ONE NINE,तीन आठ शून्य एक नौ, तीन आठ शून्य एक नौ _END
2714,MAN_JA_2714_3A, THREE,तीन, तीन _END
2715,MAN_JA_2715_3Z45A, THREE ZERO FOUR FIVE,तीन शून्य चार पांच, तीन शून्य चार पांच _END
2716,MAN_JA_2716_426A, FOUR TWO SIX,चार दो छः, चार दो छः _END
2717,MAN_JA_2717_44A, FOUR FOUR,चार चार, चार चार _END
2718,MAN_JA_2718_4A, FOUR,चार, चार _END
2719,MAN_JA_2719_4B, FOUR,चार, चार _END
2720,MAN_JA_2720_4O75O57A, FOUR ZERO SEVEN FIVE ZERO FIVE SEVEN,चार शून्य सात पांच शून्य पांच सात, चार शून्य सात पांच शून्य पांच सात _END
2721,MAN_JA_2721_4Z9A, FOUR ZERO NINE,चार शून्य नौ, चार शून्य नौ _END
2722,MAN_JA_2722_4ZA, FOUR ZERO,चार शून्य, चार शून्य _END
2723,MAN_JA_2723_53527O9A, FIVE THREE FIVE TWO SEVEN ZERO NINE,पांच तीन पांच दो सात शून्य नौ, पांच तीन पांच दो सात शून्य नौ _END
2724,MAN_JA_2724_551A, FIVE FIVE ONE,पांच पांच एक, पांच पांच एक _END
2725,MAN_JA_2725_55OA, FIVE FIVE ZERO,पांच पांच शून्य, पांच पांच शून्य _END
2726,MAN_JA_2726_58A, FIVE EIGHT,पांच आठ, पांच आठ _END
2727,MAN_JA_2727_5A, FIVE,पांच, पांच _END
2728,MAN_JA_2728_5B, FIVE,पांच, पांच _END
2729,MAN_JA_2729_5ZZA, FIVE ZERO ZERO,पांच शून्य शून्य, पांच शून्य शून्य _END
2730,MAN_JA_2730_61364A, SIX ONE THREE SIX FOUR,छः एक तीन छः चार, छः एक तीन छः चार _END
2731,MAN_JA_2731_652OA, SIX FIVE TWO ZERO,छः पांच दो शून्य, छः पांच दो शून्य _END
2732,MAN_JA_2732_6684A, SIX SIX EIGHT FOUR,छः छः आठ चार, छः छः आठ चार _END
2733,MAN_JA_2733_678OA, SIX SEVEN EIGHT ZERO,छः सात आठ शून्य, छः सात आठ शून्य _END
2734,MAN_JA_2734_6A, SIX,छः, छः _END
2735,MAN_JA_2735_6B, SIX,छः, छः _END
2736,MAN_JA_2736_73A, SEVEN THREE,सात तीन, सात तीन _END
2737,MAN_JA_2737_77Z2ZZ6A, SEVEN SEVEN ZERO TWO ZERO ZERO SIX,सात सात शून्य दो शून्य शून्य छः, सात सात शून्य दो शून्य शून्य छः _END
2738,MAN_JA_2738_7881298A, SEVEN EIGHT EIGHT ONE TWO NINE EIGHT,सात आठ आठ एक दो नौ आठ, सात आठ आठ एक दो नौ आठ _END
2739,MAN_JA_2739_7958314A, SEVEN NINE FIVE EIGHT THREE ONE FOUR,सात नौ पांच आठ तीन एक चार, सात नौ पांच आठ तीन एक चार _END
2740,MAN_JA_2740_7A, SEVEN,सात, सात _END
2741,MAN_JA_2741_7B, SEVEN,सात, सात _END
2742,MAN_JA_2742_7O489A, SEVEN ZERO FOUR EIGHT NINE,सात शून्य चार आठ नौ, सात शून्य चार आठ नौ _END
2743,MAN_JA_2743_8157739A, EIGHT ONE FIVE SEVEN SEVEN THREE NINE,आठ एक पांच सात सात तीन नौ, आठ एक पांच सात सात तीन नौ _END
2744,MAN_JA_2744_854A, EIGHT FIVE FOUR,आठ पांच चार, आठ पांच चार _END
2745,MAN_JA_2745_859O7A, EIGHT FIVE NINE ZERO SEVEN,आठ पांच नौ शून्य सात, आठ पांच नौ शून्य सात _END
2746,MAN_JA_2746_8936233A, EIGHT NINE THREE SIX TWO THREE THREE,आठ नौ तीन छः दो तीन तीन, आठ नौ तीन छः दो तीन तीन _END
2747,MAN_JA_2747_8A, EIGHT,आठ, आठ _END
2748,MAN_JA_2748_8B, EIGHT,आठ, आठ _END
2749,MAN_JA_2749_8Z34A, EIGHT ZERO THREE FOUR,आठ शून्य तीन चार, आठ शून्य तीन चार _END
2750,MAN_JA_2750_91OA, NINE ONE ZERO,नौ एक शून्य, नौ एक शून्य _END
2751,MAN_JA_2751_95182A, NINE FIVE ONE EIGHT TWO,नौ पांच एक आठ दो, नौ पांच एक आठ दो _END
2752,MAN_JA_2752_96O9A, NINE SIX ZERO NINE,नौ छः शून्य नौ, नौ छः शून्य नौ _END
2753,MAN_JA_2753_976A, NINE SEVEN SIX,नौ सात छः, नौ सात छः _END
2754,MAN_JA_2754_9A, NINE,नौ, नौ _END
2755,MAN_JA_2755_9B, NINE,नौ, नौ _END
2756,MAN_JA_2756_9ZA, NINE ZERO,नौ शून्य, नौ शून्य _END
2757,MAN_JA_2757_O171A, ZERO ONE SEVEN ONE,शून्य एक सात एक, शून्य एक सात एक _END
2758,MAN_JA_2758_O1A, ZERO ONE,शून्य एक, शून्य एक _END
2759,MAN_JA_2759_O28216OA, ZERO TWO EIGHT TWO ONE SIX ZERO,शून्य दो आठ दो एक छः शून्य, शून्य दो आठ दो एक छः शून्य _END
2760,MAN_JA_2760_OA, ZERO,शून्य, शून्य _END
2761,MAN_JA_2761_OB, ZERO,शून्य, शून्य _END
2762,MAN_JA_2762_OO6O399A, ZERO ZERO SIX ZERO THREE NINE NINE,शून्य शून्य छः शून्य तीन नौ नौ, शून्य शून्य छः शून्य तीन नौ नौ _END
2763,MAN_JA_2763_OO884A, ZERO ZERO EIGHT EIGHT FOUR,शून्य शून्य आठ आठ चार, शून्य शून्य आठ आठ चार _END
2764,MAN_JA_2764_Z5A, ZERO FIVE,शून्य पांच, शून्य पांच _END
2765,MAN_JA_2765_Z6A, ZERO SIX,शून्य छः, शून्य छः _END
2766,MAN_JA_2766_Z72A, ZERO SEVEN TWO,शून्य सात दो, शून्य सात दो _END
2767,MAN_JA_2767_Z8A, ZERO EIGHT,शून्य आठ, शून्य आठ _END
2768,MAN_JA_2768_Z98ZA, ZERO NINE EIGHT ZERO,शून्य नौ आठ शून्य, शून्य नौ आठ शून्य _END
2769,MAN_JA_2769_ZA, ZERO,शून्य, शून्य _END
2770,MAN_JA_2770_ZB, ZERO,शून्य, शून्य _END
2771,MAN_JH_2771_3A, THREE,तीन, तीन _END
2772,MAN_JH_2772_6814A, SIX EIGHT ONE FOUR,छः आठ एक चार, छः आठ एक चार _END
2773,MAN_JH_2773_11O3A, ONE ONE ZERO THREE,एक एक शून्य तीन, एक एक शून्य तीन _END
2774,MAN_JH_2774_1335OO5A, ONE THREE THREE FIVE ZERO ZERO FIVE,एक तीन तीन पांच शून्य शून्य पांच, एक तीन तीन शून्य पांच पांच शून्य _END
2775,MAN_JH_2775_14A, ONE FOUR,एक चार, एक चार _END
2776,MAN_JH_2776_15848A, ONE FIVE EIGHT FOUR EIGHT,एक पांच आठ चार आठ, एक पांच आठ चार आठ _END
2777,MAN_JH_2777_19A, ONE NINE,एक नौ, एक नौ _END
2778,MAN_JH_2778_1A, ONE,एक, एक _END
2779,MAN_JH_2779_1B, ONE,एक, एक _END
2780,MAN_JH_2780_2244A, TWO TWO FOUR FOUR,दो दो चार चार, दो दो चार चार _END
2781,MAN_JH_2781_22A, TWO TWO,दो दो, दो दो _END
2782,MAN_JH_2782_239O392A, TWO THREE NINE ZERO THREE NINE TWO,दो तीन नौ शून्य तीन नौ दो, दो तीन नौ शून्य तीन नौ दो _END
2783,MAN_JH_2783_253Z9A, TWO FIVE THREE ZERO NINE,दो पांच तीन शून्य नौ, दो पांच तीन शून्य नौ _END
2784,MAN_JH_2784_282A, TWO EIGHT TWO,दो आठ दो, दो आठ दो _END
2785,MAN_JH_2785_2A, TWO,दो, दो _END
2786,MAN_JH_2786_2B, TWO,दो, दो _END
2787,MAN_JH_2787_3186615A, THREE ONE EIGHT SIX SIX ONE FIVE,तीन एक आठ छः छः एक पांच, तीन एक आठ छः छः एक पांच _END
2788,MAN_JH_2788_34ZA, THREE FOUR ZERO,तीन चार शून्य, तीन चार शून्य _END
2789,MAN_JH_2789_37542A, THREE SEVEN FIVE FOUR TWO,तीन सात पांच चार दो, तीन सात पांच चार दो _END
2790,MAN_JH_2790_377A, THREE SEVEN SEVEN,तीन सात सात, तीन सात सात _END
2791,MAN_JH_2791_3811A, THREE EIGHT ONE ONE,तीन आठ एक एक, तीन आठ एक एक _END
2792,MAN_JH_2792_3B, THREE,तीन, तीन _END
2793,MAN_JH_2793_419A, FOUR ONE NINE,चार एक नौ, चार एक नौ _END
2794,MAN_JH_2794_43653A, FOUR THREE SIX FIVE THREE,चार तीन छः पांच तीन, चार तीन छः पांच तीन _END
2795,MAN_JH_2795_46Z55A, FOUR SIX ZERO FIVE FIVE,चार छः शून्य पांच पांच, चार छः शून्य पांच पांच _END
2796,MAN_JH_2796_47956A, FOUR SEVEN NINE FIVE SIX,चार सात नौ पांच छः, चार सात नौ पांच छः _END
2797,MAN_JH_2797_48A, FOUR EIGHT,चार आठ, चार आठ _END
2798,MAN_JH_2798_4A, FOUR,चार, चार _END
2799,MAN_JH_2799_4B, FOUR,चार, चार _END
2800,MAN_JH_2800_5212788A, FIVE TWO ONE TWO SEVEN EIGHT EIGHT,पांच दो एक दो सात आठ आठ, पांच दो एक दो आठ सात आठ _END
2801,MAN_JH_2801_57359A, FIVE SEVEN THREE FIVE NINE,पांच सात तीन पांच नौ, पांच सात तीन पांच नौ _END
2802,MAN_JH_2802_58A, FIVE EIGHT,पांच आठ, पांच आठ _END
2803,MAN_JH_2803_5987A, FIVE NINE EIGHT SEVEN,पांच नौ आठ सात, पांच नौ आठ सात _END
2804,MAN_JH_2804_5A, FIVE,पांच, पांच _END
2805,MAN_JH_2805_5B, FIVE,पांच, पांच _END
2806,MAN_JH_2806_5O56A, FIVE ZERO FIVE SIX,पांच शून्य पांच छः, पांच शून्य पांच छः _END
2807,MAN_JH_2807_62A, SIX TWO,छः दो, छः दो _END
2808,MAN_JH_2808_632O6A, SIX THREE TWO ZERO SIX,छः तीन दो शून्य छः, छः तीन दो शून्य छः _END
2809,MAN_JH_2809_66896A, SIX SIX EIGHT NINE SIX,छः छः आठ नौ छः, छः छः आठ नौ छः _END
2810,MAN_JH_2810_677A, SIX SEVEN SEVEN,छः सात सात, छः सात सात _END
2811,MAN_JH_2811_6A, SIX,छः, छः _END
2812,MAN_JH_2812_6B, SIX,छः, छः _END
2813,MAN_JH_2813_72A, SEVEN TWO,सात दो, सात दो _END
2814,MAN_JH_2814_741Z3ZZA, SEVEN FOUR ONE ZERO THREE ZERO ZERO,सात चार एक शून्य तीन शून्य शून्य, सात चार एक शून्य तीन शून्य शून्य _END
2815,MAN_JH_2815_76O8518A, SEVEN SIX ZERO EIGHT FIVE ONE EIGHT,सात छः शून्य आठ पांच एक आठ, सात छः शून्य आठ पांच एक आठ _END
2816,MAN_JH_2816_79A, SEVEN NINE,सात नौ, सात नौ _END
2817,MAN_JH_2817_7A, SEVEN,सात, सात _END
2818,MAN_JH_2818_7B, SEVEN,सात, सात _END
2819,MAN_JH_2819_7Z13A, SEVEN ZERO ONE THREE,सात शून्य एक तीन, सात शून्य एक तीन _END
2820,MAN_JH_2820_82864A, EIGHT TWO EIGHT SIX FOUR,आठ दो आठ छः चार, आठ दो आठ छः चार _END
2821,MAN_JH_2821_8317494A, EIGHT THREE ONE SEVEN FOUR NINE FOUR,आठ तीन एक सात चार नौ चार, आठ तीन एक सात चार नौ चार _END
2822,MAN_JH_2822_84ZA, EIGHT FOUR ZERO,आठ चार शून्य, आठ चार शून्य _END
2823,MAN_JH_2823_8A, EIGHT,आठ, आठ _END
2824,MAN_JH_2824_8B, EIGHT,आठ, आठ _END
2825,MAN_JH_2825_8OA, EIGHT ZERO,आठ शून्य, आठ शून्य _END
2826,MAN_JH_2826_8Z54Z64A, EIGHT ZERO FIVE FOUR ZERO SIX FOUR,आठ शून्य पांच चार शून्य छः चार, आठ शून्य पांच चार शून्य छः चार _END
2827,MAN_JH_2827_921A, NINE TWO ONE,नौ दो एक, नौ दो एक _END
2828,MAN_JH_2828_95ZA, NINE FIVE ZERO,नौ पांच शून्य, नौ पांच शून्य _END
2829,MAN_JH_2829_9627A, NINE SIX TWO SEVEN,नौ छः दो सात, नौ छः दो सात _END
2830,MAN_JH_2830_991A, NINE NINE ONE,नौ नौ एक, नौ नौ एक _END
2831,MAN_JH_2831_99A, NINE NINE,नौ नौ, नौ नौ _END
2832,MAN_JH_2832_9A, NINE,नौ, नौ _END
2833,MAN_JH_2833_9B, NINE,नौ, नौ _END
2834,MAN_JH_2834_O16OOA, ZERO ONE SIX ZERO ZERO,शून्य एक छः शून्य शून्य, शून्य एक छः शून्य शून्य _END
2835,MAN_JH_2835_O1OA, ZERO ONE ZERO,शून्य एक शून्य, शून्य एक शून्य _END
2836,MAN_JH_2836_O712A, ZERO SEVEN ONE TWO,शून्य सात एक दो, शून्य सात एक दो _END
2837,MAN_JH_2837_O91A, ZERO NINE ONE,शून्य नौ एक, शून्य नौ एक _END
2838,MAN_JH_2838_OA, ZERO,शून्य, शून्य _END
2839,MAN_JH_2839_OB, ZERO,शून्य, शून्य _END
2840,MAN_JH_2840_OO25A, ZERO ZERO TWO FIVE,शून्य शून्य दो पांच, शून्य शून्य दो पांच _END
2841,MAN_JH_2841_Z455293A, ZERO FOUR FIVE FIVE TWO NINE THREE,शून्य चार पांच पांच दो नौ तीन, शून्य चार पांच पांच दो नौ तीन _END
2842,MAN_JH_2842_Z7ZZ465A, ZERO SEVEN ZERO ZERO FOUR SIX FIVE,शून्य सात शून्य शून्य चार छः पांच, शून्य सात शून्य शून्य चार छः पांच _END
2843,MAN_JH_2843_Z8Z2Z17A, ZERO EIGHT ZERO TWO ZERO ONE SEVEN,शून्य आठ शून्य दो शून्य एक सात, शून्य आठ शून्य दो शून्य एक सात _END
2844,MAN_JH_2844_Z972A, ZERO NINE SEVEN TWO,शून्य नौ सात दो, शून्य नौ सात दो _END
2845,MAN_JH_2845_ZA, ZERO,शून्य, शून्य _END
2846,MAN_JH_2846_ZB, ZERO,शून्य, शून्य _END
